Price,No_rooms,No_bathrooms,Area,Adress,Colony,Type
8000,3,2,75,Alta California Residencial,Tlajomulco de Zúñiga,House
10000,3,2,80,Lomas Independencia,Guadalajara,House
8900,3,2,80,Parques de Colón,Guadalajara,House
14000,3,2,200,Nuevo México,Zapopan,House
18500,4,4,160,Fraccionamiento Valle Imperial,Zapopan,House
14000,3,2,140,Tlajomulco de Zúñiga,Jalisco,House
9900,3,2,80,Fraccionamiento Real Del Valle,Tlajomulco de Zúñiga,House
32000,3,5,154,Valle Real,Zapopan,House
6500,1,1,30,Ladrón de Guevara,Guadalajara,House
35000,4,3,320,Vallarta Universidad,Zapopan,House
43000,4,3,290,Ciudad Granja,Zapopan,House
27000,3,5,205,Fraccionamiento Solares,Zapopan,House
22000,4,3,135,Fraccionamiento Real del Carmen Grand,Zapopan,House
45000,4,4,465,El Bajío,Zapopan,House
15000,3,2,115,Fraccionamiento Valle Imperial,Zapopan,House
54000,3,3,283,Colinas de San Javier,Zapopan,House
15000,3,1,140,Fraccionamiento El Alcázar (Casa Fuerte),Tlajomulco de Zúñiga,House
26000,3,4,290,Fraccionamiento Solares,Zapopan,House
36000,4,2,229,Americana,Guadalajara,House
53000,4,5,351,Providencia Sur,Guadalajara,House
15000,2,2,80,Jardines de Ixtepete,Zapopan,House
45000,4,5,300,Altamira,Zapopan,House
18500,3,2,100,Guadalupe Sur,Zapopan,House
16000,3,2,194,Fraccionamiento Villa California,Tlajomulco de Zúñiga,House
14000,3,2,102,Las Bóvedas,Zapopan,House
7350,3,2,71,Fraccionamiento Residencial Amaranto,Zapopan,House
12200,3,2,111,El TriAngulo,Zapopan,House
80000,3,3,1500,Fraccionamiento Club de Golf Santa Anita,Tlajomulco de Zúñiga,House
19000,4,3,160,La Perla,Guadalajara,House
12500,3,1,140,Adamar,Tlajomulco de Zúñiga,House
50000,3,4,300,Ciudad Granja,Zapopan,House
15000,3,1,143,Villas Del Tepeyac,Zapopan,House
21000,3,3,221,Fraccionamiento Jardín Real,Zapopan,House
15900,3,2,128,Fraccionamiento Nueva Galicia Residencial,Tlajomulco de Zúñiga,House
18000,3,2,151,El Fortín,Zapopan,House
45000,4,4,429,Providencia,Guadalajara,House
23000,3,3,250,El Colli Urbano,Zapopan,House
50000,6,4,350,Conjunto habitacional Patria,Zapopan,House
22750,3,2,122,Ladrón de Guevara,Guadalajara,House
15200,3,2,108,Jardines de Santa Anita,Tlajomulco de Zúñiga,House
19500,3,3,200,Arboledas ,Zapopan,House
10000,3,2,89,Tlajomulco de Zúñiga,Jalisco,House
18500,3,3,115,Fraccionamiento Valle Imperial,Zapopan,House
12500,3,2,130,Fraccionamiento Nueva Galicia Residencial,Tlajomulco de Zúñiga,House
35000,3,3,420,Jardines del Bosque,Guadalajara,House
38000,5,5,250,San Martin Del Tajo,Tlajomulco de Zúñiga,House
19500,3,2,121,Sendas Residencial,Zapopan,House
45000,3,2,1808,Las Cañadas,Zapopan,House
43000,4,3,290,Ciudad Granja,Zapopan,House
22000,3,4,295,Santa Anita,Tlajomulco de Zúñiga,House
21000,3,2,103,Ciudad Granja,Zapopan,House
11500,3,2,102,Bosques de Santa Anita,Tlajomulco de Zúñiga,House
11500,2,2,80,Fraccionamiento Cortijo de San Agustin,Tlajomulco de Zúñiga,House
32000,4,3,357,Fraccionamiento Bugambilias,Zapopan,House
20000,3,3,132,Fraccionamiento Porta Real,Zapopan,House
7500,3,1,71,Fraccionamiento Residencial Amaranto,Zapopan,House
20000,3,3,136,Arboledas ,Zapopan,House
26000,3,2,165,Fraccionamiento Mirador de San Isidro,Zapopan,House
8500,3,2,70,Tlajomulco de Zúñiga,Jalisco,House
30000,4,4,189,Fraccionamiento Solares,Zapopan,House
190000,5,6,708,Condominio Puerta Plata,Zapopan,House
12500,3,2,115,Fraccionamiento Bonanza Residencial,Tlajomulco de Zúñiga,House
12300,3,2,120,Zapopan,Jalisco,House
13500,4,2,130,Hogares de Nuevo México,Zapopan,House
4500,4,3,160,Nuevo México,Zapopan,House
32000,4,4,580,Fraccionamiento Solares,Zapopan,House
120000,3,4,300,Jardines Universidad,Zapopan,House
60000,5,4,181,Providencia 4a Secc,Guadalajara,House
21000,3,2,132,Universitaria,Guadalajara,House
20000,3,3,250,Fraccionamiento Porta Real,Zapopan,House
19800,3,2,300,Altamira,Zapopan,House
35000,6,3,500,Fraccionamiento Rinconada de los Novelistas,Zapopan,House
65000,4,4,157,Providencia,Guadalajara,House
26500,3,5,105,Fraccionamiento Solares,Zapopan,House
20000,3,2,137,Girasoles Acueducto,Zapopan,House
13000,33,2,270,Libertad,Guadalajara,House
28500,,2,,Vallarta Universidad,Zapopan,House
16900,2,2,125,Providencia,Guadalajara,Department
17300,3,2,120,Country Club,Guadalajara,Department
16150,4,4,147,Country Club,Guadalajara,Department
25000,3,5,600,Altamira,Zapopan,Department
18500,3,3,136,Nuevo México,Zapopan,Department
35000,4,3,260,Fraccionamiento Solares,Zapopan,Department
120000,4,3,200,Fraccionamiento Colomos Providencia,Guadalajara,Department
34000,3,4,350,Fraccionamiento Solares,Zapopan,Department
27500,3,2,114,Jardines de La Patria,Zapopan,Department
22000,2,2,133,Lomas de Santa Anita,Tlajomulco de Zúñiga,Department
90000,2,1,94,Puerta de Hierro,Zapopan,Department
18700,1,2,55,San Juan de Ocotan,Zapopan,Department
42000,3,2,99,Puerta de Hierro,Zapopan,Department
14500,2,2,100,Lomas de San Isidro,Zapopan,Department
23000,2,3,84,Jardines Universidad,Zapopan,Department
16900,3,2,233,Fraccionamiento Valle Imperial,Zapopan,Department
19500,3,,157,Jardines Del Sol,Zapopan,Department
35000,,,,Puerta de Hierro,Zapopan,Department
40000,,,,Providencia,Guadalajara,Department
73000,,,,Condominio Puerta Plata,Zapopan,Department
55000,3,3,333,Royal Country,Zapopan,Department
28000,3,3,200,Ciudad Granja,Zapopan,Department
35000,4,4,147,Fraccionamiento Solares,Zapopan,Department
45000,4,5,160,Fraccionamiento Solares,Zapopan,Department
60000,2,2,143,Puerta de Hierro,Zapopan,Department
19500,2,2,100,Jardines Del Sol,Zapopan,Department
40000,3,2,145,Lomas Altas,Zapopan,Department
27500,4,3,260,Jardines de La Patria,Zapopan,Department
73000,3,2,157,Condominio Puerta Plata,Zapopan,Department
21500,1,1,63,Providencia,Guadalajara,Department
31000,3,3,240,Providencia,Guadalajara,Department
32500,2,2,146,Providencia,Guadalajara,Department
22000,2,2,84,Americana,Guadalajara,Department
18500,3,2,120,Nuevo México,Zapopan,Department
40000,3,3,233,Providencia,Guadalajara,Department
14500,2,1,94,Lomas de San Isidro,Zapopan,Department
23000,1,2,55,Jardines Universidad,Zapopan,Department
22000,2,2,74,Vallarta Universidad,Zapopan,Department
35000,2,2,84,Puerta de Hierro,Zapopan,Department
28500,2,,103,Valle Real,Zapopan,Department
22000,4,3,200,Lomas de Santa Anita,Tlajomulco de Zúñiga,Department
23000,1,1,55,Jardines Universidad,Zapopan,Department
22000,2,2,84,Americana,Guadalajara,Department
16900,3,2,99,Fraccionamiento Valle Imperial,Zapopan,Department
150000,6,6,620,El Cielo Country Club Tlajomulco,El Palomar,Department
35000,3,3,270,Virreyes Residencial,Zapopan,Department
35000,3,2,130,Fraccionamiento Colomos Providencia,Guadalajara,Department
45000,3,2,107,Puerta de Hierro,Zapopan,Department
34000,3,2,132,Puerta de Hierro,Zapopan,Department
59000,3,3,330,Puerta de Hierro,Zapopan,Department
120000,4,4,635,El Palomar,Tlajomulco de Zúñiga,Department
14500,1,1,33,San Juan de Ocotan,Zapopan,Department
100000,3,3,600,Valle Real,Zapopan,Department
31850,2,2,136,Lomas Altas,Zapopan,Department
53000,2,2,169,Puerta de Hierro,Zapopan,Department
32900,2,2,13300,Jardines de La Patria,Zapopan,Department
27500,1,1,98,Country Club,Guadalajara,Department
14600,3,2,94,El Fortín,Zapopan,Department
65000,3,4,220,Puerta de Hierro,Zapopan,Department
38000,3,4,151,Lomas Altas,Zapopan,Department
40000,4,3,198,Chapalita,Guadalajara,Department
9990,2,1,138,Ciudad Granja,Zapopan,Department
25000,2,2,130,Monraz,Guadalajara,Department
25000,2,2,80,Arcos Vallarta,Guadalajara,Department
17000,3,2,160,Valle Real,Zapopan,Department
47000,2,3,98,Fraccionamiento Colomos Providencia,Guadalajara,Department
19000,1,2,50,Ciudad de los niños,Zapopan,Department
7799,3,1,177,Fraccionamiento Residencial Victoria,Zapopan,Department
52800,2,3,132,Country Club,Guadalajara,Department
40000,1,2,72,Prados de Providencia,Guadalajara,Department
24000,1,1,45,Americana,Guadalajara,Department
18500,3,1,130,Valle Real,Zapopan,Department
18500,2,3,72,Fraccionamiento Valle Imperial,Zapopan,Department
23000,6,2,645,Americana,Guadalajara,Department
60000,2,5,120,Bosques de La Victoria,Guadalajara,Department
15000,1,2,66,Vallarta Universidad,Zapopan,Department
14500,2,1,108,El Bajío,Zapopan,Department
24000,2,2,110,Jardines del Bosque,Guadalajara,Department
37900,4,2,428,Andares Centro Comercial,Zapopan,Department
50000,,4,,Puerta de Hierro,Zapopan,Department
18000,2,2,66,Virreyes Residencial,Zapopan,Department
22000,2,2,84,Americana,Guadalajara,Department
32000,2,2,130,Fraccionamiento Colomos Providencia,Guadalajara,Department
60000,2,2,143,Puerta de Hierro,Zapopan,Department
24500,2,1,103,Arcos de Guadalupe,Zapopan,Department
22000,2,2,74,Vallarta Universidad,Zapopan,Department
21500,1,1,63,Providencia,Guadalajara,Department
59000,3,3,330,Puerta de Hierro,Zapopan,Department
120000,3,5,600,Fraccionamiento Colomos Providencia,Guadalajara,Department
25000,2,2,125,Altamira,Zapopan,Department
35000,2,2,84,Puerta de Hierro,Zapopan,Department
34000,3,2,132,Puerta de Hierro,Zapopan,Department
45000,3,4,200,Puerta de Hierro,Zapopan,Department
35000,3,2,130,Fraccionamiento Colomos Providencia,Guadalajara,Department
14500,1,1,33,San Juan de Ocotan,Zapopan,Department
30000,3,2,127,Lomas Altas,Zapopan,Department
39500,2,2,137,Providencia,Guadalajara,Department
25500,2,2,116,Fraccionamiento Lomas Del Country,Guadalajara,Department
33000,2,2,145,Colomos Patria,Zapopan,Department
25000,2,2,130,Arcos Vallarta,Guadalajara,Department
25000,2,2,138,Monraz,Guadalajara,Department
17000,2,1,62,Fraccionamiento Jardines de Guadalupe,Zapopan,Department
19500,1,2,70,Ladrón de Guevara,Guadalajara,Department
35000,2,2,135,Fraccionamiento Vallarta San Jorge,Guadalajara,Department
68600,2,2,140,Puerta de Hierro,Zapopan,Department
36000,2,1,150,Valle Real,Zapopan,Department
20500,1,2,50,Ciudad Granja,Zapopan,Department
19500,2,3,94,Fraccionamiento Solares,Zapopan,Department
40000,3,3,185,Valle Real,Zapopan,Department
59000,3,2,180,Puerta de Hierro,Zapopan,Department
27000,2,1,137,Ciudad Del Sol,Zapopan,Department
7799,1,2,50,Fraccionamiento Residencial Victoria,Zapopan,Department
24500,1,2,74,Providencia,Guadalajara,Department
30000,3,2,165,Providencia,Guadalajara,Department
28000,2,2,90,Americana,Guadalajara,Department
26300,2,4,105,Lomas Altas,Zapopan,Department
38000,3,1,151,Lomas Altas,Zapopan,Department
18498,1,3,41,Country Club,Guadalajara,Department
36500,2,1,142,Prados de Providencia,Guadalajara,Department
14500,1,,66,El Bajío,Zapopan,Department
70000,3,4,2021,Valle Real,Zapopan,Department
26950,1,1,95,Country Club,Guadalajara,Department
30500,2,2,110,Providencia,Guadalajara,Department
70000,4,5,301,Fraccionamiento Vallarta San Jorge,Guadalajara,Department
20900,1,1,120,Valle Real,Zapopan,Department
31000,2,2,116,Altamira,Zapopan,Department
7799,1,1,44,Fraccionamiento Residencial Victoria,Zapopan,Department
34500,3,2,120,Valle Real,Zapopan,Department
19700,2,1,89,Jocotán,Zapopan,Department
12000,3,2,80,Fraccionamiento Villas Del Ixtepete,Zapopan,Department
18000,1,1,60,Ladrón de Guevara,Guadalajara,Department
30000,3,4,198,Lagos Del Country ,Zapopan,Department
22000,1,1,73,Ladrón de Guevara,Guadalajara,Department
26000,2,2,90,Americana,Guadalajara,Department
28600,2,2,127,Fraccionamiento Colomos Providencia,Guadalajara,Department
33000,3,2,140,Fraccionamiento Real Vallarta,Zapopan,Department
30000,2,2,90,Country Club,Guadalajara,Department
50000,3,3,160,Providencia,Guadalajara,Department
19000,3,2,98,Fraccionamiento Real de Valdepeñas,Zapopan,Department
50000,3,3,180,Fraccionamiento Colomos Providencia,Guadalajara,Department
36500,3,3,167,Providencia,Guadalajara,Department
34000,3,2,135,Valle Real,Zapopan,Department
32000,3,2,167,Providencia,Guadalajara,Department
40000,2,2,132,Prados de Providencia,Guadalajara,Department
7799,1,1,50,Fraccionamiento Residencial Victoria,Zapopan,Department
46800,4,4,280,Providencia 1a Secc,Guadalajara,Department
60000,3,3,385,Country Club,Guadalajara,Department
42000,3,2,178,Vallarta Sur,Guadalajara,Department
69000,3,4,300,Fraccionamiento Cumbres,Zapopan,Department
48000,3,4,220,Virreyes Residencial,Zapopan,Department
24000,2,2,108,Jardines del Bosque,Guadalajara,Department
200000,3,3,410,Country Club,Guadalajara,Department
6000,1,2,75,Santa María de Silo,Guadalajara,Department
38000,2,3,177,Providencia,Guadalajara,Department
45000,3,2,175,Valle Real,Zapopan,Department
34500,3,2,120,Valle Real,Zapopan,Department
27000,2,1,137,Ciudad Del Sol,Zapopan,Department
18000,1,2,60,Americana,Guadalajara,Department
53000,2,1,169,Puerta de Hierro,Zapopan,Department
17000,2,,60,La Perla,Guadalajara,Department
23000,2,2,96,Punto Sur,Tlajomulco de Zúñiga,Department
19700,2,1,89,Jocotán,Zapopan,Department
38000,3,4,151,Lomas Altas,Zapopan,Department
70000,4,5,301,Fraccionamiento Vallarta San Jorge,Guadalajara,Department
24000,2,2,93,Fraccionamiento Ladrón de Guevara,Guadalajara,Department
25000,1,1,55,Providencia,Guadalajara,Department
22200,1,2,40,Ayuntamiento,Guadalajara,Department
21500,2,2,70,Americana,Guadalajara,Department
38000,2,2,177,Providencia,Guadalajara,Department
29000,1,1,160,Valle Real,Zapopan,Department
19500,2,2,70,Ladrón de Guevara,Guadalajara,Department
25000,2,2,64,Americana,Guadalajara,Department
31000,2,2,116,Altamira,Zapopan,Department
28500,3,3,90,Americana,Guadalajara,Department
34000,1,2,177,Fraccionamiento Colinas de San Javier,Guadalajara,Department
24000,2,2,75,Valle Real,Zapopan,Department
30000,3,3,84,Colinas de San Javier,Zapopan,Department
59000,3,3,180,Puerta de Hierro,Zapopan,Department
40000,3,3,229,Valle Real,Zapopan,Department
36900,,,200,Valle Real,Zapopan,Department
40000,3,3,185,Valle Real,Zapopan,Department
38000,2,2,109,Jardines Universidad,Zapopan,Department
26000,2,2,90,Colinas de San Javier,Zapopan,Department
21800,1,1,54,Fraccionamiento Solares,Zapopan,Department
32000,3,2,163,Providencia,Guadalajara,Department
17000,2,1,62,Fraccionamiento Jardines de Guadalupe,Zapopan,Department
16000,2,1,77,Fraccionamiento Real de Valdepeñas,Zapopan,Department
7800,1,2,39,La Estancia,Zapopan,Department
30500,2,2,110,Providencia,Guadalajara,Department
14500,2,1,81,La Palmita,Zapopan,Department
17000,2,1,56,Moderna,Guadalajara,Department
26950,1,2,95,Country Club,Guadalajara,Department
27000,2,2,100,Juan Manuel Vallarta,Zapopan,Department
26500,2,2,105,Vallarta Universidad,Zapopan,Department
25000,2,2,130,Arcos Vallarta,Guadalajara,Department
28000,2,2,90,Americana,Guadalajara,Department
19500,2,2,94,Americana,Guadalajara,Department
25000,2,2,138,Monraz,Guadalajara,Department
32000,3,2,138,Providencia,Guadalajara,Department
29500,2,,114,Valle Real,Zapopan,Department
18498,1,1,41,Country Club,Guadalajara,Department
24500,1,2,74,Providencia,Guadalajara,Department
25000,2,2,72,Americana,Guadalajara,Department
24000,1,1,70,Americana,Guadalajara,Department
25000,3,3,119,Arcos de Guadalupe,Zapopan,Department
17000,2,2,84,Alcalde Barranquitas,Guadalajara,Department
30000,3,4,198,Lagos Del Country ,Zapopan,Department
27000,2,2,1,Lomas Altas,Zapopan,Department
46000,3,4,230,Virreyes Residencial,Zapopan,Department
68600,2,2,140,Puerta de Hierro,Zapopan,Department
45000,3,2,166,Prados de Providencia,Guadalajara,Department
36000,3,3,145,Valle Real,Zapopan,Department
36500,2,3,142,Prados de Providencia,Guadalajara,Department
59500,3,3,296,Puerta de Hierro,Zapopan,Department
7000,2,1,50,TetlAn,Guadalajara,Department
30000,3,2,127,Lomas Altas,Zapopan,Department
39500,2,2,137,Providencia,Guadalajara,Department
26000,2,2,90,Americana,Guadalajara,Department
45000,3,2,167,Santa Margarita Residencial,Zapopan,Department
21000,2,2,105,Fraccionamiento Ladrón de Guevara,Guadalajara,Department
18498,1,1,41,Country Club,Guadalajara,Department
24500,1,2,74,Providencia,Guadalajara,Department
25000,2,2,72,Americana,Guadalajara,Department
24000,1,1,70,Americana,Guadalajara,Department
25000,3,3,119,Arcos de Guadalupe,Zapopan,Department
17000,2,2,84,Alcalde Barranquitas,Guadalajara,Department
30000,3,4,198,Lagos Del Country ,Zapopan,Department
27000,2,2,1,Lomas Altas,Zapopan,Department
46000,3,4,230,Virreyes Residencial,Zapopan,Department
68600,2,2,140,Puerta de Hierro,Zapopan,Department
45000,3,2,166,Prados de Providencia,Guadalajara,Department
36000,3,3,145,Valle Real,Zapopan,Department
36500,2,3,142,Prados de Providencia,Guadalajara,Department
59500,3,3,296,Puerta de Hierro,Zapopan,Department
7000,2,1,50,TetlAn,Guadalajara,Department
30000,3,2,127,Lomas Altas,Zapopan,Department
39500,2,2,137,Providencia,Guadalajara,Department
26000,2,2,90,Americana,Guadalajara,Department
45000,3,2,167,Santa Margarita Residencial,Zapopan,Department
21000,2,2,105,Fraccionamiento Ladrón de Guevara,Guadalajara,Department
36000,3,3,145,Valle Real,Zapopan,Department
18000,2,2,94,Ciudad Granja,Zapopan,Department
36900,3,3,200,Valle Real,Zapopan,Department
39500,2,2,137,Providencia,Guadalajara,Department
12500,2,2,54,Mezquitan Country,Guadalajara,Department
45000,3,2,167,Santa Margarita Residencial,Zapopan,Department
20000,2,1,110,Valle Real,Zapopan,Department
17000,1,1,55,Providencia,Guadalajara,Department
15000,2,2,65,Bosques de La Victoria,Guadalajara,Department
32000,3,1,167,Providencia,Guadalajara,Department
21500,1,2,96,Fraccionamiento Circunvalación Vallarta,Guadalajara,Department
33000,2,2,145,Colomos Patria,Zapopan,Department
20000,2,2,110,Valle Real,Zapopan,Department
36000,2,2,150,Valle Real,Zapopan,Department
15000,2,3,120,Vallarta Universidad,Zapopan,Department
59000,3,2,180,Puerta de Hierro,Zapopan,Department
34000,2,1,86,Ciudad Granja,Zapopan,Department
19900,1,1,111,Juan Manuel Vallarta,Zapopan,Department
17000,2,,62,Fraccionamiento Jardines de Guadalupe,Zapopan,Department
17000,2,,60,La Perla,Guadalajara,Department
48000,3,4,220,Virreyes Residencial,Zapopan,Department
28600,2,2,127,Fraccionamiento Colomos Providencia,Guadalajara,Department
27000,2,2,100,Juan Manuel Vallarta,Zapopan,Department
33000,2,2,159,Americana,Guadalajara,Department
19800,2,2,70,Country Club,Guadalajara,Department
27500,1,1,98,Country Club,Guadalajara,Department
16000,2,2,106,Fraccionamiento Jardín Real,Zapopan,Department
21000,2,2,67,Bosque Valdepeñas,Zapopan,Department
36000,2,2,110,Jardines Universidad,Zapopan,Department
19000,3,2,98,Fraccionamiento Real de Valdepeñas,Zapopan,Department
25000,2,2,82,Valle Real,Zapopan,Department
27500,2,2,151,Valle Real,Zapopan,Department
25000,1,2,72,Fraccionamiento Colomos Providencia,Guadalajara,Department
70000,4,5,301,Fraccionamiento Vallarta San Jorge,Guadalajara,Department
30500,2,2,110,Providencia,Guadalajara,Department
18498,1,1,41,Country Club,Guadalajara,Department
25000,2,2,130,Arcos Vallarta,Guadalajara,Department
46000,3,4,230,Virreyes Residencial,Zapopan,Department
45000,3,2,166,Prados de Providencia,Guadalajara,Department
36000,3,3,145,Valle Real,Zapopan,Department
38000,3,3,119,Lomas del Valle,Zapopan,Department
40000,2,2,132,Prados de Providencia,Guadalajara,Department
23000,2,2,72,Americana,Guadalajara,Department
31000,2,2,116,Altamira,Zapopan,Department
23000,2,2,90,Ladrón de Guevara,Guadalajara,Department
39000,3,2,196,Valle Real,Zapopan,Department
30000,3,2,165,Providencia,Guadalajara,Department
20500,1,1,50,Ciudad Granja,Zapopan,Department
28600,2,2,127,Fraccionamiento Colomos Providencia,Guadalajara,Department
15000,2,1,65,Bosques de La Victoria,Guadalajara,Department
21500,2,2,70,Americana,Guadalajara,Department
18000,2,2,120,Lomas Altas,Zapopan,Department
25000,3,3,119,Arcos de Guadalupe,Zapopan,Department
27500,2,2,112,Jardines del Bosque,Guadalajara,Department
27000,1,1,70,Providencia,Guadalajara,Department
27000,2,2,96,Jardines Universidad,Zapopan,Department
7299,1,1,70,Jardines del Bosque,Guadalajara,Department
29000,2,2,160,Valle Real,Zapopan,Department
45000,3,2,166,Prados de Providencia,Guadalajara,Department
28000,2,2,81,Fraccionamiento Colomos Providencia,Guadalajara,Department
18000,3,2,1,Fraccionamiento Residencial Victoria,Guadalajara,Department
25000,1,2,72,Fraccionamiento Colomos Providencia,Guadalajara,Department
16000,2,2,77,Fraccionamiento Real de Valdepeñas,Zapopan,Department
21800,1,1,54,Fraccionamiento Solares,Zapopan,Department
28000,2,2,148,Valle Real,Zapopan,Department
25800,3,3,141,Fraccionamiento Jardines de Guadalupe,Zapopan,Department
14000,2,1,65,Arboledas ,Zapopan,Department
21500,2,2,70,Americana,Guadalajara,Department
19500,1,1,60,Fraccionamiento Italia Providencia,Guadalajara,Department
38000,3,4,151,Lomas Altas,Zapopan,Department
25000,2,2,64,Americana,Guadalajara,Department
29000,2,2,160,Valle Real,Zapopan,Department
32000,2,2,97,Country Club,Guadalajara,Department
25000,2,2,84,Colinas de San Javier,Zapopan,Department
19000,1,1,60,Americana,Guadalajara,Department
20000,1,1,74,Providencia,Guadalajara,Department
59500,3,3,296,Puerta de Hierro,Zapopan,Department
23900,3,2,137,Juan Manuel Vallarta,Zapopan,Department
30950,2,2,110,Country Club,Guadalajara,Department
32000,3,2,138,Providencia,Guadalajara,Department
19900,1,1,111,Juan Manuel Vallarta,Zapopan,Department
28500,2,2,90,Americana,Guadalajara,Department
24500,2,2,90,Colomos Patria,Zapopan,Department
26500,2,2,105,Vallarta Universidad,Zapopan,Department
39000,3,3,112,Colinas de San Javier,Zapopan,Department
25000,1,2,72,Fraccionamiento Colomos Providencia,Guadalajara,Department
24900,2,2,90,Arcos Vallarta,Guadalajara,Department
34000,3,2,135,Valle Real,Zapopan,Department
21500,2,2,70,Americana,Guadalajara,Department
45000,3,3,220,Virreyes Residencial,Zapopan,Department
45000,3,3,160,Fraccionamiento Colomos Providencia,Guadalajara,Department
23000,1,2,64,Americana,Guadalajara,Department
23500,2,2,150,Valle Real,Zapopan,Department
21000,1,2,60,Americana,Guadalajara,Department
19786,2,2,93,Las Aguilas,Zapopan,Department
22000,3,2,116,Providencia,Guadalajara,Department
25000,1,2,63,Americana,Guadalajara,Department
22000,2,2,110,Fraccionamiento Solares,Zapopan,Department
22500,2,2,100,Ciudad Granja,Zapopan,Department
10900,3,2,80,Fraccionamiento Villas Del Ixtepete,Zapopan,Department
20000,2,2,80,Arcos Vallarta,Guadalajara,Department
48000,3,3,170,Valle Real,Zapopan,Department
35000,3,3,180,Lomas del Valle,Guadalajara,Department
43000,3,3,250,Providencia,Guadalajara,Department
33000,2,2,144,Providencia,Guadalajara,Department
27000,1,1,75,Providencia 1a Secc,Guadalajara,Department
45000,3,3,160,Puerta de Hierro,Zapopan,Department
31500,2,2,126,Jardines del Bosque,Guadalajara,Department
25000,2,2,100,Loma Bonita,Zapopan,Department
90000,3,4,346,Puerta de Hierro,Zapopan,Department
20000,2,2,98,Ciudad Granja,Zapopan,Department
35000,2,2,197,Prados de Providencia,Guadalajara,Department
48000,3,2,118,Lomas Altas,Zapopan,Department
18000,1,2,100,Americana,Guadalajara,Department
21500,1,1,60,Fraccionamiento Country Club,Guadalajara,Department
39900,3,3,169,Providencia,Guadalajara,Department
40000,3,2,120,Lomas Altas,Zapopan,Department
35900,2,2,113,Fraccionamiento Colomos Providencia,Guadalajara,Department
18000,1,1,66,Fraccionamiento Chapalita de Occidente,Zapopan,Department
22000,2,3,135,Villaseñor,Guadalajara,Department
18000,1,1,66,Fraccionamiento Chapalita de Occidente,Zapopan,Department
25000,1,1,78,Providencia 1a Secc,Guadalajara,Department
27000,1,1,75,Providencia 1a Secc,Guadalajara,Department
45000,3,3,160,Puerta de Hierro,Zapopan,Department
22000,2,3,135,Villaseñor,Guadalajara,Department
31500,2,2,126,Jardines del Bosque,Guadalajara,Department
19786,2,2,93,Las Aguilas,Zapopan,Department
28000,2,2,100,Puerta de Hierro,Zapopan,Department
35000,3,2,152,Providencia,Guadalajara,Department
29000,2,2,114,Chapalita,Guadalajara,Department
35900,2,2,113,Fraccionamiento Colomos Providencia,Guadalajara,Department
22500,1,2,110,Juan Manuel Vallarta,Zapopan,Department
22000,2,2,99,Americana,Guadalajara,Department
20000,2,2,98,Ciudad Granja,Zapopan,Department
23000,2,2,100,Santa Fe,Zapopan,Department
25000,2,1,125,Altamira,Zapopan,Department
15000,2,2,81,San Carlos,Guadalajara,Department
47000,3,3,310,Puerta de Hierro,Zapopan,Department
22000,2,2,89,Americana,Guadalajara,Department
20000,2,3,140,Fraccionamiento Ladrón de Guevara,Guadalajara,Department
11000,2,2,69,Lomas Independencia,Guadalajara,Department
18000,2,1,85,Fraccionamiento Jardines de San Ignacio,Zapopan,Department
25000,2,2,124,Americana,Guadalajara,Department
27500,2,2,106,Jardines del Valle,Zapopan,Department
12700,2,2,64,Jardines del Valle,Zapopan,Department
30000,1,1,115,Puerta de Hierro,Zapopan,Department
32000,2,2,110,Fraccionamiento Colomos Providencia,Guadalajara,Department
25000,2,1,110,Jacarandas,Zapopan,Department
7000,2,2,90,Ciudad AztlAn,Tonalá,Department
23000,2,2,74,Vallarta Universidad,Zapopan,Department
24500,2,2,82,Arcos Vallarta,Guadalajara,Department
26900,2,2,95,Jardines de La Patria,Zapopan,Department
19000,1,1,60,Jardines Universidad,Zapopan,Department
14500,2,2,77,Francisco Sarabia,Zapopan,Department
26000,2,2,180,Valle Real,Zapopan,Department
16000,2,1,56,Arcos Vallarta,Guadalajara,Department
13500,2,2,64,Nueva España,Guadalajara,Department
13000,3,2,85,Lomas Independencia,Guadalajara,Department
15500,2,2,90,Fraccionamiento Valle Imperial,Zapopan,Department
14000,2,2,98,El Palomar,Tlajomulco de Zúñiga,Department
19000,1,1,70,Americana,Guadalajara,Department
33000,3,3,180,Country Club,Guadalajara,Department
15500,2,2,114,La Calma,Zapopan,Department
35000,3,2,160,Providencia,Guadalajara,Department
85000,3,3,332,Fraccionamiento Vallarta San Jorge,Guadalajara,Department
14500,3,2,75,Ciudad de los niños,Zapopan,Department
22500,2,2,69,Valle Real,Zapopan,Department
24500,2,2,120,Fraccionamiento Jardines del Bosque Centro,Guadalajara,Department
19000,2,2,66,Virreyes Residencial,Zapopan,Department
35000,3,3,200,Alcalde Barranquitas,Guadalajara,Department
17000,1,1,70,Americana,Guadalajara,Department
8500,1,1,60,Las Amapas,Tlajomulco de Zúñiga,Department
9000,2,3,55,Santa Ana Tepetitlán,Zapopan,Department
42000,2,2,443,Valle Real,Zapopan,Department
21000,2,2,95,Valle Real,Zapopan,Department
20000,2,2,110,La Rioja,Tlajomulco de Zúñiga,Department
22000,2,1,70,Valle Real,Zapopan,Department
23500,1,,107,Fraccionamiento Puerta del Valle,Zapopan,Department
17500,2,,80,Americana,Guadalajara,Department
13000,,,100,Seattle,Zapopan,Department
